"pitch","yaw","f"
"-46","50.19442890773481","0.20000000000000018"
"-5","133.02506598911805","1.0"
"0","0","0"
"-18","87.39743779750019","1.0"
"0","0","0"
"12","-81.2538377374448","1.0"
"-10","-27.64597536373868","1.0"
"0","0","0"
"-8","-93.17983011986425","1.0"
"27","14.036243467926477","0.9"
"-10","-68.62937773065681","1.0"
"-2","38.99099404250548","0.6000000000000001"
"0","0","0"
"-36","-63.43494882292201","1.0"
"6","108.43494882292202","0.5000000000000001"
"0","0","0"
"-10","-139.89909245378777","1.0"
"2","-32.7352262721076","1.0"
"-17","150.64224645720873","1.0"
"0","0","0"
"-21","151.92751306414706","1.0"
"-9","-45.0","1.0"
